family_id,nome_familia_provisorio,aplicacao,categoria_editorial,tipo_de_relacao,evidencia,nivel_de_confianca,status
FAM-001,Agulhas descartáveis,vacinação,Vacinação e aplicação,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-017,Conexões retas e passa-muros,circulação de fluidos,Equipamentos e manutenção,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-017,Conexões retas e passa-muros,circulação de fluidos,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-017,Conexões retas e passa-muros,circulação de fluidos,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-018,Conexões em T,circulação de fluidos,Equipamentos e manutenção,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-018,Conexões em T,circulação de fluidos,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-018,Conexões em T,circulação de fluidos,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-019,Conexões não identificadas,,Equipamentos e manutenção,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-019,Conexões não identificadas,,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-019,Conexões não identificadas,,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-020,Sistemas de pulverização (carrinho e galpão),pulverização,Equipamentos e manutenção,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-020,Sistemas de pulverização (carrinho e galpão),pulverização,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-020,Sistemas de pulverização (carrinho e galpão),pulverização,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-021,Bombas,,Equipamentos e manutenção,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-021,Bombas,,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-021,Bombas,,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-022,Balanças suspensas e dinamômetros para aves,pesagem,Incubação e manejo,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-022,Balanças suspensas e dinamômetros para aves,pesagem,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-022,Balanças suspensas e dinamômetros para aves,pesagem,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-023,Balanças eletrônicas para aves,pesagem,Incubação e manejo,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-023,Balanças eletrônicas para aves,pesagem,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-023,Balanças eletrônicas para aves,pesagem,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-024,Balanças para ovos,pesagem,Incubação e manejo,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-024,Balanças para ovos,pesagem,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-024,Balanças para ovos,pesagem,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-025,Balanças de precisão de bolso,pesagem,Incubação e manejo,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-025,Balanças de precisão de bolso,pesagem,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-025,Balanças de precisão de bolso,pesagem,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-026,Termômetros,controle de temperatura,Incubação e manejo,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-026,Termômetros,controle de temperatura,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-026,Termômetros,controle de temperatura,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-027,Medidores e testes de qualidade da água,qualidade da água,Incubação e manejo,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-027,Medidores e testes de qualidade da água,qualidade da água,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-027,Medidores e testes de qualidade da água,qualidade da água,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-028,Testes de qualidade do ambiente,qualidade do ambiente,Incubação e manejo,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-028,Testes de qualidade do ambiente,qualidade do ambiente,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-028,Testes de qualidade do ambiente,qualidade do ambiente,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-029,Equipamentos para ovoscopia,ovoscopia,Incubação e manejo,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-029,Equipamentos para ovoscopia,ovoscopia,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-029,Equipamentos para ovoscopia,ovoscopia,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-030,Câmeras termográficas,monitoramento,Incubação e manejo,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-030,Câmeras termográficas,monitoramento,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-030,Câmeras termográficas,monitoramento,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-031,Lâminas para debicagem,debicagem,Equipamentos e manutenção,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-031,Lâminas para debicagem,debicagem,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-032,Peças e componentes — não identificados,,Equipamentos e manutenção,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-032,Peças e componentes — não identificados,,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-033,Bebedouros pendulares para aves,hidratação,Incubação e manejo,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-033,Bebedouros pendulares para aves,hidratação,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-033,Bebedouros pendulares para aves,hidratação,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-034,Comedouros para aves,alimentação,Incubação e manejo,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-034,Comedouros para aves,alimentação,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-034,Comedouros para aves,alimentação,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-035,Niples para bebedouro,hidratação,Incubação e manejo,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-035,Niples para bebedouro,hidratação,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-035,Niples para bebedouro,hidratação,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-036,Armadilhas para roedores,controle de pragas,Incubação e manejo,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-036,Armadilhas para roedores,controle de pragas,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-036,Armadilhas para roedores,controle de pragas,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-037,Adesivos e colas para captura,controle de pragas,Incubação e manejo,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-037,Adesivos e colas para captura,controle de pragas,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-037,Adesivos e colas para captura,controle de pragas,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-038,Contadores manuais para aves,manejo,Incubação e manejo,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-038,Contadores manuais para aves,manejo,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-038,Contadores manuais para aves,manejo,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-039,Consumíveis de assepsia e apoio,biossegurança,Incubação e manejo,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-039,Consumíveis de assepsia e apoio,biossegurança,Guias e boas práticas,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-039,Consumíveis de assepsia e apoio,biossegurança,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-040,Conjunto para aplicação de tuberculina,aplicação,Notícias e mercado,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-040,Conjunto para aplicação de tuberculina,aplicação,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-041,Monitores e analisadores portáteis,monitoramento,Notícias e mercado,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-041,Monitores e analisadores portáteis,monitoramento,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-042,Seringas para insulina,aplicação,Notícias e mercado,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-042,Seringas para insulina,aplicação,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-043,Imãs intra-ruminais,manejo,Notícias e mercado,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
FAM-043,Imãs intra-ruminais,manejo,Produtos e aplicações,RECOMENDADA,derivada da categoria de produto; nenhuma fonte declara relacao editorial,MEDIA,PROPOSTA_PENDENTE_DE_APROVAÇÃO
